User Name;Business Role ID
HY760-15;SAP_BR_ADMINISTRATOR_MKT
HY760-15;SAP_BR_BPC_EXPERT
HY760-15;SAP_BR_BUSINESS_ANALYST_MKT
HY760-15;SAP_BR_MARKETING_EXECUTIVE
HY760-15;SAP_BR_MARKETING_EXPERT
HY760-15;SAP_BR_MARKETING_MANAGER
HY760-16;SAP_BR_ADMINISTRATOR
HY760-16;SAP_BR_ADMINISTRATOR_MKT
HY760-16;SAP_BR_BPC_EXPERT
HY760-16;SAP_BR_BUSINESS_ANALYST_MKT
HY760-16;SAP_BR_MARKETING_EXECUTIVE
HY760-16;SAP_BR_MARKETING_EXPERT
HY760-16;SAP_BR_MARKETING_MANAGER
HY760-17;SAP_BR_ADMINISTRATOR
HY760-17;SAP_BR_ADMINISTRATOR_MKT
HY760-17;SAP_BR_BPC_EXPERT
HY760-17;SAP_BR_BUSINESS_ANALYST_MKT
HY760-17;SAP_BR_MARKETING_EXECUTIVE
HY760-17;SAP_BR_MARKETING_EXPERT
HY760-17;SAP_BR_MARKETING_MANAGER
HY760-18;SAP_BR_ADMINISTRATOR
HY760-18;SAP_BR_ADMINISTRATOR_MKT
HY760-18;SAP_BR_BPC_EXPERT
HY760-18;SAP_BR_BUSINESS_ANALYST_MKT
HY760-18;SAP_BR_MARKETING_EXECUTIVE
HY760-18;SAP_BR_MARKETING_EXPERT
HY760-18;SAP_BR_MARKETING_MANAGER
HY760-19;SAP_BR_ADMINISTRATOR
HY760-19;SAP_BR_ADMINISTRATOR_MKT
HY760-19;SAP_BR_BPC_EXPERT
HY760-19;SAP_BR_BUSINESS_ANALYST_MKT
HY760-19;SAP_BR_MARKETING_EXECUTIVE
HY760-19;SAP_BR_MARKETING_EXPERT
HY760-19;SAP_BR_MARKETING_MANAGER
HY760-20;SAP_BR_ADMINISTRATOR
HY760-20;SAP_BR_ADMINISTRATOR_MKT
HY760-20;SAP_BR_BPC_EXPERT
HY760-20;SAP_BR_BUSINESS_ANALYST_MKT
HY760-20;SAP_BR_MARKETING_EXECUTIVE
HY760-20;SAP_BR_MARKETING_EXPERT
HY760-20;SAP_BR_MARKETING_MANAGER
IWTEST;Z_S4C_GENERIC_ROLE
JOOSTE;SAP_BR_ADMINISTRATOR
JOOSTE;SAP_BR_ADMINISTRATOR_DATA_REPL
JOOSTE;SAP_BR_AR_ACCOUNTANT
JOOSTE;SAP_BR_BILLING_CLERK
JOOSTE;SAP_BR_BPC_EXPERT
JOOSTE;SAP_BR_BUPA_MASTER_SPECIALIST
JOOSTE;SAP_BR_CREDIT_CONTROLLER
JOOSTE;SAP_BR_EMPLOYEE
JOOSTE;SAP_BR_INTERNAL_SALES_REP
JOOSTE;SAP_BR_INVENTORY_MANAGER
JOOSTE;SAP_BR_PURCHASER
JOOSTE;SAP_BR_PURCHASING_MANAGER
